epoch,train_folds,test_folds,phase,loss,accuracy,precision,recall,f1
1,"[1, 2, 3, 4]",[0],train,1.3905858302316745,"tensor(0.2437, dtype=torch.float64)",0.2503508396365539,0.24369747899159663,0.17653971615863892
1,"[1, 2, 3, 4]",[0],test,1.3895315194534044,"tensor(0.2542, dtype=torch.float64)",0.2511683751467481,0.24579124579124578,0.16664046329634247
1,"[0, 2, 3, 4]",[1],train,1.3893370116052548,"tensor(0.2479, dtype=torch.float64)",0.22942042861828957,0.24793388429752067,0.19595797738081208
1,"[0, 2, 3, 4]",[1],test,1.39034574248574,"tensor(0.2182, dtype=torch.float64)",0.2275593542260209,0.24242424242424243,0.18036286117610872
1,"[0, 1, 3, 4]",[2],train,1.3824251986564473,"tensor(0.2255, dtype=torch.float64)",0.24786844361312446,0.225531914893617,0.18727697693781534
1,"[0, 1, 3, 4]",[2],test,1.3737131049556117,"tensor(0.3387, dtype=torch.float64)",0.2641459556420686,0.24915824915824916,0.20215039391711778
1,"[0, 1, 2, 4]",[3],train,1.3723167151580622,"tensor(0.2963, dtype=torch.float64)",0.35013978044242705,0.2962962962962963,0.2626008319333705
1,"[0, 1, 2, 4]",[3],test,1.3739169438680012,"tensor(0.2778, dtype=torch.float64)",0.35319873581436584,0.29292929292929293,0.2516878557282598
1,"[0, 1, 2, 3]",[4],train,1.3787221918935362,"tensor(0.3043, dtype=torch.float64)",0.32378590312165567,0.30434782608695654,0.27887239963326915
1,"[0, 1, 2, 3]",[4],test,1.3699154871613233,"tensor(0.3433, dtype=torch.float64)",0.3380808428280048,0.31313131313131315,0.27470883520202133
2,"[1, 2, 3, 4]",[0],train,1.3634512995471473,"tensor(0.3403, dtype=torch.float64)",0.39976928791267036,0.3403361344537815,0.3204964707374495
2,"[1, 2, 3, 4]",[0],test,1.3749687206947196,"tensor(0.3051, dtype=torch.float64)",0.40328316805798814,0.3333333333333333,0.30324252550213415
2,"[0, 2, 3, 4]",[1],train,1.3675175028399003,"tensor(0.3306, dtype=torch.float64)",0.3489601000947503,0.3305785123966942,0.3136371559501278
2,"[0, 2, 3, 4]",[1],test,1.3736643574454568,"tensor(0.2727, dtype=torch.float64)",0.34056301588177723,0.31986531986531985,0.29227667086938136
2,"[0, 1, 3, 4]",[2],train,1.3652790977599774,"tensor(0.2979, dtype=torch.float64)",0.3068417506400946,0.2978723404255319,0.281532371205853
2,"[0, 1, 3, 4]",[2],test,1.353723583682891,"tensor(0.3548, dtype=torch.float64)",0.31084527871706746,0.30976430976430974,0.29367226575678695
2,"[0, 1, 2, 4]",[3],train,1.3698057917410453,"tensor(0.3045, dtype=torch.float64)",0.3416890656923039,0.3045267489711934,0.2975635934933972
2,"[0, 1, 2, 4]",[3],test,1.3522871291195904,"tensor(0.4259, dtype=torch.float64)",0.3696825153895861,0.3265993265993266,0.319008041168226
2,"[0, 1, 2, 3]",[4],train,1.3649681661439979,"tensor(0.3348, dtype=torch.float64)",0.33718848180804706,0.3347826086956522,0.3284887680796247
2,"[0, 1, 2, 3]",[4],test,1.3539255145770401,"tensor(0.3881, dtype=torch.float64)",0.3525963006255929,0.3468013468013468,0.3383492224400229
3,"[1, 2, 3, 4]",[0],train,1.3586820464174287,"tensor(0.3571, dtype=torch.float64)",0.38100485253389893,0.35714285714285715,0.3552269533402394
3,"[1, 2, 3, 4]",[0],test,1.3625828108545077,"tensor(0.3390, dtype=torch.float64)",0.3742715746521316,0.35353535353535354,0.348020329796867
3,"[0, 2, 3, 4]",[1],train,1.3534480658444492,"tensor(0.3802, dtype=torch.float64)",0.3891563013638262,0.38016528925619836,0.3815564306791753
3,"[0, 2, 3, 4]",[1],test,1.3585473840886897,"tensor(0.3455, dtype=torch.float64)",0.38941863656734427,0.37373737373737376,0.3740462634572536
3,"[0, 1, 3, 4]",[2],train,1.3646536329959302,"tensor(0.3234, dtype=torch.float64)",0.32937233016680684,0.32340425531914896,0.3231960439846444
3,"[0, 1, 3, 4]",[2],test,1.335086787900617,"tensor(0.4355, dtype=torch.float64)",0.3460539335960211,0.3468013468013468,0.3442094045356271
3,"[0, 1, 2, 4]",[3],train,1.350722119150829,"tensor(0.3333, dtype=torch.float64)",0.3349788222270354,0.3333333333333333,0.33249977303951944
3,"[0, 1, 2, 4]",[3],test,1.3359362284342449,"tensor(0.4444, dtype=torch.float64)",0.35813094800977907,0.35353535353535354,0.35372936017099255
3,"[0, 1, 2, 3]",[4],train,1.3394412134004676,"tensor(0.3739, dtype=torch.float64)",0.37617356743988223,0.3739130434782609,0.37398760536328995
3,"[0, 1, 2, 3]",[4],test,1.342520961120947,"tensor(0.4030, dtype=torch.float64)",0.38641157000269954,0.38047138047138046,0.3802093511586608
4,"[1, 2, 3, 4]",[0],train,1.3459696038430478,"tensor(0.3866, dtype=torch.float64)",0.38782267817391114,0.3865546218487395,0.38469785406124507
4,"[1, 2, 3, 4]",[0],test,1.3547006380760063,"tensor(0.3390, dtype=torch.float64)",0.3821253582731545,0.3771043771043771,0.37566407632283794
4,"[0, 2, 3, 4]",[1],train,1.3456133801089831,"tensor(0.3843, dtype=torch.float64)",0.38214570094735384,0.384297520661157,0.38214868734968155
4,"[0, 2, 3, 4]",[1],test,1.3496724540537053,"tensor(0.4182, dtype=torch.float64)",0.3946829599866858,0.39057239057239057,0.3891466677386949
4,"[0, 1, 3, 4]",[2],train,1.343201354209413,"tensor(0.4000, dtype=torch.float64)",0.39915060663173224,0.4,0.3987696577243293
