epoch,train_folds,test_folds,phase,loss,accuracy,precision,recall,f1
1,"[1, 2, 3, 4]",[0],train,1.3861535066316109,"tensor(0.2563, dtype=torch.float64)",0.23055344946086878,0.25630252100840334,0.21338091794290576
1,"[1, 2, 3, 4]",[0],test,1.3932025194168092,"tensor(0.2000, dtype=torch.float64)",0.22057747295825855,0.24496644295302014,0.19975413357738828
1,"[0, 2, 3, 4]",[1],train,1.390616213343271,"tensor(0.2510, dtype=torch.float64)",0.22012677676634315,0.25102880658436216,0.20539109218415103
1,"[0, 2, 3, 4]",[1],test,1.3873997081409801,"tensor(0.3636, dtype=torch.float64)",0.23037516856472495,0.27181208053691275,0.21570497825003732
1,"[0, 1, 3, 4]",[2],train,1.395466392323122,"tensor(0.2373, dtype=torch.float64)",0.23904835799179938,0.23728813559322035,0.2034250769694831
1,"[0, 1, 3, 4]",[2],test,1.3845524634084394,"tensor(0.2742, dtype=torch.float64)",0.24415130458236123,0.24496644295302014,0.20243398399795048
1,"[0, 1, 2, 4]",[3],train,1.393606346161639,"tensor(0.2582, dtype=torch.float64)",0.21635227573917115,0.2581967213114754,0.21482171186724297
1,"[0, 1, 2, 4]",[3],test,1.3769106114352192,"tensor(0.2963, dtype=torch.float64)",0.21854074266364817,0.2651006711409396,0.21561883890822608
1,"[0, 1, 2, 3]",[4],train,1.377915804520314,"tensor(0.2900, dtype=torch.float64)",0.28335409950770557,0.29004329004329005,0.25807939057428997
1,"[0, 1, 2, 3]",[4],test,1.3862029527550312,"tensor(0.2985, dtype=torch.float64)",0.2849729287191852,0.29194630872483224,0.25095624645315645
2,"[1, 2, 3, 4]",[0],train,1.3820767132174068,"tensor(0.2731, dtype=torch.float64)",0.26226635641730095,0.27310924369747897,0.24487477557006943
2,"[1, 2, 3, 4]",[0],test,1.3802686134974163,"tensor(0.2667, dtype=torch.float64)",0.26078000343847896,0.27181208053691275,0.23774071796387308
2,"[0, 2, 3, 4]",[1],train,1.3854271178382904,"tensor(0.2551, dtype=torch.float64)",0.2621319505883986,0.2551440329218107,0.23408424860053365
2,"[0, 2, 3, 4]",[1],test,1.3649395921013572,"tensor(0.3273, dtype=torch.float64)",0.2687538097314601,0.2684563758389262,0.23747732075985042
2,"[0, 1, 3, 4]",[2],train,1.3797423657724412,"tensor(0.2924, dtype=torch.float64)",0.26973897113958495,0.2923728813559322,0.26558295796361386
2,"[0, 1, 3, 4]",[2],test,1.376541433795806,"tensor(0.2903, dtype=torch.float64)",0.2733189300500789,0.29194630872483224,0.26137483707374937
2,"[0, 1, 2, 4]",[3],train,1.3789009070787273,"tensor(0.2951, dtype=torch.float64)",0.268649426496988,0.29508196721311475,0.26430791850092605
2,"[0, 1, 2, 4]",[3],test,1.368687351544698,"tensor(0.2593, dtype=torch.float64)",0.2612352670044805,0.28859060402684567,0.25930694987757535
2,"[0, 1, 2, 3]",[4],train,1.373571312788761,"tensor(0.3160, dtype=torch.float64)",0.3131336694634286,0.31601731601731603,0.30310363094019327
2,"[0, 1, 2, 3]",[4],test,1.3766126935161762,"tensor(0.4030, dtype=torch.float64)",0.3331793974639715,0.33557046979865773,0.3207408261968719
3,"[1, 2, 3, 4]",[0],train,1.3703050222717414,"tensor(0.3403, dtype=torch.float64)",0.33990063848422286,0.3403361344537815,0.32826078159682043
3,"[1, 2, 3, 4]",[0],test,1.3688349803288777,"tensor(0.3500, dtype=torch.float64)",0.3446929883959871,0.3422818791946309,0.3270600148663643
3,"[0, 2, 3, 4]",[1],train,1.3691775990121158,"tensor(0.3128, dtype=torch.float64)",0.3362311969795156,0.31275720164609055,0.3076438498212066
3,"[0, 2, 3, 4]",[1],test,1.3457509127530185,"tensor(0.4364, dtype=torch.float64)",0.35354348857704565,0.33557046979865773,0.3239048236865664
3,"[0, 1, 3, 4]",[2],train,1.3630217717865767,"tensor(0.3136, dtype=torch.float64)",0.3122591659456066,0.3135593220338983,0.30482331895985676
3,"[0, 1, 3, 4]",[2],test,1.3705268175371232,"tensor(0.2581, dtype=torch.float64)",0.2978339703499304,0.30201342281879195,0.28751046090115007
3,"[0, 1, 2, 4]",[3],train,1.3663079465021852,"tensor(0.3320, dtype=torch.float64)",0.34042264202326433,0.3319672131147541,0.32005855285778917
3,"[0, 1, 2, 4]",[3],test,1.3601730708722715,"tensor(0.3148, dtype=torch.float64)",0.33289434355904896,0.3288590604026846,0.314898283333936
3,"[0, 1, 2, 3]",[4],train,1.3610645594534936,"tensor(0.3377, dtype=torch.float64)",0.3564303191632384,0.33766233766233766,0.33110450238334393
3,"[0, 1, 2, 3]",[4],test,1.3665565608152703,"tensor(0.3433, dtype=torch.float64)",0.356073209885073,0.3389261744966443,0.32606461763741673
4,"[1, 2, 3, 4]",[0],train,1.3635763671217846,"tensor(0.3571, dtype=torch.float64)",0.3623575417008909,0.35714285714285715,0.3485615426031811
4,"[1, 2, 3, 4]",[0],test,1.3578354914983113,"tensor(0.3667, dtype=torch.float64)",0.36418365582154955,0.35906040268456374,0.347662470298887
4,"[0, 2, 3, 4]",[1],train,1.3675141452271262,"tensor(0.3086, dtype=torch.float64)",0.3132046564882386,0.30864197530864196,0.3053232095307259
4,"[0, 2, 3, 4]",[1],test,1.3285925410010597,"tensor(0.4545, dtype=torch.float64)",0.33584681145613676,0.33557046979865773,0.32574668982532673
4,"[0, 1, 3, 4]",[2],train,1.3559336096553478,"tensor(0.3771, dtype=torch.float64)",0.3760762547911376,0.3771186440677966,0.3620041243558751
